,id,startpos,endpos,text
501,1856,208622,208719,"Blatt, durch welches mir für alles, was ich erlitten, auf so wunderbare Weise Genugtuung geworden"
502,1369,208736,208875,"indem sie das Kind auf den Boden setzte, sagte: daß er in mancherlei Hinsicht recht hätte, und daß er tun und lassen könnte, was er wollte!"
503,81,209385,209417,unter so vielen tausend Menschen
504,83,209954,209987,"lebt wohl, Kinderchen, lebt wohl!"
505,85,209989,210045,"küßte das kleine Geschlecht nach der Reihe, und ging ab."
506,1022,210063,210095,"der Kurfürst von Sachsen, seinen"
507,89,210298,210350,dem ganzen Geschlecht seiner Nachkommen so wichtigen
508,1230,211484,211541,"von dem Kurfürsten von Brandenburg unterzeichnet, und der"
509,135,211959,212195,"Wohin er eigentlich ging, und ob er sich nach Dessau wandte, lassen wir dahingestellt sein, indem die Chroniken, aus deren Vergleichung wir Bericht erstatten, an dieser Stelle, auf befremdende Weise, einander widersprechen und aufheben."
510,2358,212336,212356,daß die Dame Heloise
511,849,212901,213076,"so verfertigte er, mit Hülfe eines Notars, zu seiner Kinder Gunsten ein Testament, und setzte den Amtmann zu Kohlhaasenbrück, seinen wackern Freund, zum Vormund derselben ein."
512,2044,213298,213380,"Freunden, deren er sehr viele in der Stadt besaß, bei Tag und Nacht freier Zutritt"
513,139,213509,213601,"mit einem eigenhändigen, ohne Zweifel sehr merkwürdigen Brief, der aber verlorengegangen ist"
514,1232,213628,213645,"zu sehen, und von"
515,551,213748,213796,die Wohltat der heiligen Kommunion zu empfangen.
516,183,213825,213952,"einer allgemeinen Bewegung der Stadt, die sich immer noch nicht entwöhnen konnte, auf ein Machtwort, das ihn rettete, zu hoffen"
517,1970,213954,214009,"der verhängnisvolle Montag nach Palmarum, an welchem er"
518,1375,214010,214118,"die Welt, wegen des allzuraschen Versuchs, sich selbst in ihr Recht verschaffen zu wollen, versöhnen sollte."
519,1036,214941,214972,der Kurfürst von Sachsen ist in
520,553,215707,215735,an allen Gliedern zu zittern
521,319,215796,215829,er den Kurfürsten von Brandenburg
522,2046,216209,216266,"in der Mitte des halboffenen Kreises, den das Volk schloß"
523,555,216309,216378,"von Wohlsein glänzenden, die Erde mit ihren Hufen stampfenden Rappen."
524,321,216492,216544,"Punkt für Punkt, und ohne die mindeste Einschränkung"
525,91,216623,216775,"nachdem man sie durch Schwingung einer Fahne über ihre Häupter, ehrlich gemacht, und aus den Händen des Abdeckers, der sie ernährte, zurückgezogen hatte"
526,595,216777,216817,von den Leuten des Junkers dickgefüttert
527,1858,217046,217111,"Nun, Kohlhaas, heut ist der Tag, an dem dir dein Recht geschieht!"
528,141,217112,217433,"Schau her, hier liefere ich dir alles, was du auf der Tronkenburg gewaltsamer Weise eingebüßt, und was ich, als dein Landesherr, dir wieder zu verschaffen, schuldig war, zurück: Rappen, Halstuch, Reichsgulden, Wäsche, bis auf die Kurkosten sogar für deinen bei Mühlberg gefallenen Knecht Herse. Bist du mit mir zufrieden?"
529,851,217436,217556,"Kohlhaas, während er das, ihm auf den Wink des Erzkanzlers eingehändigte Konklusum, mit großen, funkelnden Augen überlas"
530,926,217646,218241,"da er auch einen Artikel darin fand, in welchem der Junker Wenzel zu zweijähriger Gefängnisstrafe verurteilt ward: so ließ er sich, aus der Ferne, ganz überwältigt von Gefühlen, mit kreuzweis auf die Brust gelegten Händen, vor dem Kurfürsten nieder. Er versicherte freudig dem Erzkanzler, indem er aufstand, und die Hand auf seinen Schoß legte, daß sein höchster Wunsch auf Erden erfüllt sei; trat an die Pferde heran, musterte sie, und klopfte ihren feisten Hals; und erklärte dem Kanzler, indem er wieder zu ihm zurückkam, heiter: »daß er sie seinen beiden Söhnen Heinrich und Leopold schenke!"
531,2363,218270,218318,"von Geusau, vom Pferde herab mild zu ihm gewandt"
532,2049,218335,218398,"in des Kurfürsten Namen, daß sein letzter Wille heilig gehalten"
533,561,218693,218724,"da, Mütterchen; das gehört dir!"
534,563,218844,218886,zur Pflege und Erquickung ihrer alten Tage
535,1484,218905,219225,"Der Kurfürst rief: »nun, Kohlhaas, der Roßhändler, du, dem solchergestalt Genugtuung geworden, mache dich bereit, kaiserlicher Majestät, deren Anwalt hier steht, wegen des Bruchs ihres Landfriedens, deiner seits Genugtuung zu geben!« Kohlhaas, indem er seinen Hut abnahm, und auf die Erde warf, sagte: daß er bereit dazu"
536,185,219455,220485,"Eben knüpfte er sich das Tuch vom Hals ab und öffnete seinen Brustlatz: als er, mit einem flüchtigen Blick auf den Kreis, den das Volk bildete, in geringer Entfernung von sich, zwischen zwei Rittern, die ihn mit ihren Leibern halb deckten, den wohlbekannten Mann mit blauen und weißen Federbüschen wahrnahm. Kohlhaas löste sich, indem er mit einem plötzlichen, die Wache, die ihn umringte, befremdenden Schritt, dicht vor ihn trat, die Kapsel von der Brust; er nahm den Zettel heraus, entsiegelte ihn, und überlas ihn: und das Auge unverwandt auf den Mann mit blauen und weißen Federbüschen gerichtet, der bereits süßen Hoffnungen Raum zu geben anfing, steckte er ihn in den Mund und verschlang ihn. Der Mann mit blauen und weißen Federbüschen sank, bei diesem Anblick, ohnmächtig, in Krämpfen nieder. Kohlhaas aber, während die bestürzten Begleiter desselben sich herabbeugten, und ihn vom Boden aufhoben, wandte sich zu dem Schafott, wo sein Haupt unter dem Beil des Scharfrichters fiel. Hier endigt die Geschichte vom Kohlhaas."
537,1377,220486,221098,"Man legte die Leiche unter einer allgemeinen Klage des Volks in einen Sarg; und während die Träger sie aufhoben, um sie anständig auf den Kirchhof der Vorstadt zu begraben, rief der Kurfürst die Söhne des Abgeschiedenen herbei und schlug sie, mit der Erklärung an den Erzkanzler, daß sie in seiner Pagenschule erzogen werden sollten, zu Rittern. Der Kurfürst von Sachsen kam bald darauf, zerrissen an Leib und Seele, nach Dresden zurück, wo man das Weitere in der Geschichte nachlesen muß. Vom Kohlhaas aber haben noch im vergangenen Jahrhundert, im Mecklenburgischen, einige frohe und rüstige Nachkommen gelebt."
