text,startpos,endpos,frequency,passage_type
einen Handel mit ihnen im Auge hatte.,72760,72797,1.0,cited
" Nur zwei hatten ihn gesehen, und zwar an demselben Tage, an welchem er ausgegangen. Es war darüber sehr spät geworden. Die große Angst trieb das Weib nach Haus, wo sie ihren Mann wiederzufinden eine schwache Hoffnung nährte. So waren sie im Brederholz vom Gewitter überfallen worden und hatten unter einer großen am Berghange stehenden Buche Schutz gesucht; der Hund hatte unterdessen auf eine auffallende Weise umhergestöbert und sich endlich, trotz allem Locken im Walde verlaufen. Mit einemmale sieht ",72797,73302,0.0,not_cited
"die Frau beim Leuchten des Blitzes etwas Weißes neben sich im Moose. Es ist der Stab ihres Mannes, und fast im selben Augenblicke bricht der Hund durchs Gebüsch und trägt etwas im Maule: es ist der Schuh ihres Mannes. Nicht lange, so ist in einem mit dürrem Laube gefüllten Graben der Leichnam des Juden gefunden. – Dies war die Angabe des Knechtes",73302,73650,1.3333333333333333,cited
", von der Frau nur im allgemeinen unterstützt; ",73650,73697,0.0,not_cited
"ihre übergroße Spannung hatte nachgelassen, und sie schien jetzt halb verwirrt oder vielmehr stumpfsinnig.",73697,73803,1.0,cited
 – »,73803,73807,0.0,not_cited
"Aug um Auge, Zahn um Zahn!« dies waren die einzigen Worte, die sie zuweilen hervorstieß.
In derselben Nacht noch wurden die Schützen aufgeboten, um Friedrich zu verhaften. Der Anklage bedurfte es nicht, da Herr von S. selbst Zeuge eines Auftritts gewesen war, der den dringendsten Verdacht auf ihn werfen mußte; zudem die Gespenstergeschichte von jenem Abende, das Aneinanderschlagen der Stäbe im Brederholz, der Schrei aus der Höhe. Da der Amtsschreiber gerade abwesend war, so betrieb Herr von S. selbst alles rascher, als sonst geschehen wäre.",73807,74353,7.636363636363637,cited
" Dennoch begann die Dämmerung bereits anzubrechen, bevor die Schützen so geräuschlos wie möglich das Haus der armen Margreth umstellt hatten. Der Gutsherr selber pochte an; es währte kaum eine Minute, bis geöffnet ward und Margreth völlig gekleidet in der Türe erschien. Herr von S. fuhr zurück; er hätte sie fast nicht erkannt, so blaß und steinern sah sie aus. »Wo ist Friedrich?« fragte er mit unsicherer Stimme. – »Sucht ihn«, antwortete sie und setzte sich auf einen Stuhl. Der Gutsherr zögerte noch einen Augenblick. »Herein, herein!« sagte er dann barsch; »worauf warten wir?« Man trat in Friedrichs Kammer. ",74353,74968,0.0,not_cited
"Er war nicht da, aber das Bett noch warm.",74968,75009,1.0,cited
" Man stieg auf den Söller, in den Keller, stieß ins Stroh, schaute hinter jedes Faß, sogar in den Backofen; er war nicht da. Einige gingen in den Garten, sahen hinter den Zaun und in die Apfelbäume hinauf; er war nicht zu finden. – »Entwischt!« sagte der Gutsherr mit sehr gemischten Gefühlen; ",75009,75303,0.0,not_cited
der Anblick der alten Frau wirkte gewaltig auf ihn.,75303,75354,1.0,cited
" »Gebt den Schlüssel zu jenem Koffer.« – Margreth antwortete nicht. – »Gebt den Schlüssel!« wiederholte der Gutsherr und merkte jetzt erst, daß der Schlüssel steckte. Der Inhalt des Koffers kam zum Vorschein: des Entflohenen gute Sonntagskleider und seiner Mutter ärmlicher Staat; dann ",75354,75640,0.0,not_cited
zwei Leichenhemden mit schwarzen Bändern,75640,75680,1.0,cited
", das eine für einen Mann, das andere für eine Frau gemacht. Herr von S. war tief erschüttert. ",75680,75775,0.0,not_cited
Ganz zu unterst auf dem Boden des Koffers lag die silberne Uhr und einige Schriften von sehr leserlicher Hand;,75775,75885,1.5,cited
" eine derselben von einem Manne unterzeichnet, den man in starkem Verdacht ",75885,75960,0.0,not_cited
der Verbindung mit den Holzfrevlern,75960,75995,1.0,cited
" hatte. Herr von S. nahm sie mit zur Durchsicht, und man verließ das Haus, ohne daß Margreth ein anderes Lebenszeichen von sich gegeben hätte, als daß sie unaufhörlich die Lippen nagte und mit den Augen zwinkerte.
Im Schlosse angelangt, fand der Gutsherr den Amtsschreiber, der schon am vorigen Abend heimgekommen war und behauptete, die ganze Geschichte verschlafen zu haben, da der gnädige Herr nicht nach ihm geschickt. – »Sie kommen immer zu spät«, sagte Herr von S. verdrießlich. »War denn nicht irgendein altes Weib im Dorfe, das ihrer Magd die Sache erzählte? Und warum weckte man Sie dann nicht?« – »Gnädiger Herr«, versetzte Kapp, »allerdings hat meine Anne Marie den Handel um eine Stunde früher erfahren als ich; aber sie wußte, daß Ihro Gnaden die Sache selbst leiteten, und dann«, fügte er mit klagender Miene hinzu, »daß ich so todmüde war!« – »",75995,76854,0.0,not_cited
"Schöne Polizei!« murmelte der Gutsherr, »jede alte Schachtel im Dorf weiß Bescheid, wenn es recht geheim zugehen soll.« Dann fuhr er heftig fort: »Das müßte wahrhaftig ein dummer Teufel von Delinquenten sein, der sich packen ließe!",76854,77085,4.0,cited
"«
Beide schwiegen eine Weile. »",77085,77116,0.0,not_cited
"Mein Fuhrmann hatte sich in der Nacht verirrt«, hob der Amtsschreiber wieder an; »über eine Stunde lang hielten wir im Walde; es war ein Mordwetter; ich dachte, der Wind werde den Wagen umreißen. Endlich, als der Regen nachließ, fuhren wir in Gottes Namen darauf los, immer in das Zellerfeld hinein, ohne eine Hand vor den Augen zu sehen. Da sagte der Kutscher: ›Wenn wir nur nicht den Steinbrüchen zu nahe kommen!‹ Mir war selbst bange; ich ließ halten und schlug Feuer, um wenigstens etwas Unterhaltung an meiner Pfeife zu haben. Mit einemmale hörten wir ganz nah, perpendikulär unter uns die Glocke schlagen. Euer Gnaden mögen glauben, daß mir fatal zumute wurde. Ich sprang aus dem Wagen, denn seinen eigenen Beinen kann man trauen, aber denen der Pferde nicht. So stand ich, in Kot und Regen, ohne mich zu rühren, bis es gottlob sehr bald anfing zu dämmern. Und wo hielten wir? Dicht an der Heerser Tiefe und den Turm von Heerse gerade unter uns. Wären wir noch zwanzig Schritt weiter gefahren, wir wären alle Kinder des Todes gewesen.« – »Das war in der Tat kein Spaß«, versetzte der Gutsherr, halb",77116,78220,1.7,cited
" versöhnt.
Er hatte unterdessen die mitgenommenen Papiere durchgesehen. Es waren ",78220,78301,0.0,not_cited
"Mahnbriefe um geliehene Gelder, die meisten von Wucherern.",78301,78359,1.0,cited
" – »Ich hätte nicht gedacht«, murmelte er, »daß die Mergels ",78359,78419,0.0,not_cited
"so tief drin steckten.« – »Ja, und daß es so an den Tag kommen muß",78419,78485,1.0,cited
"«, versetzte Kapp, »das wird ",78485,78514,0.0,not_cited
kein kleiner Ärger für Frau Margreth,78514,78550,1.0,cited
" sein.« – »Ach Gott, die denkt jetzt daran nicht!« Mit diesen Worten stand der Gutsherr auf und verließ das Zimmer, um mit Herrn Kapp ",78550,78684,0.0,not_cited
die gerichtliche Leichenschau vorzunehmen.,78684,78726,1.0,cited
 – ,78726,78729,0.0,not_cited
"Die Untersuchung war kurz, gewaltsamer Tod erwiesen, der vermutliche Täter entflohen, die Anzeichen gegen ihn zwar gravierend, doch ohne persönliches Geständnis nicht beweisend, seine Flucht allerdings sehr verdächtig. So mußte die gerichtliche Verhandlung ohne genügenden Erfolg geschlossen werden.",78729,79028,2.75,cited
"
",79028,79029,0.0,not_cited
"Die Juden der Umgegend hatten großen Anteil gezeigt. Das Haus der Witwe ward nie leer von Jammernden und Ratenden. Seit Menschengedenken waren nicht so viel Juden beisammen in L. gesehen worden. Durch den Mord ihres Glaubensgenossen aufs äußerste erbittert, hatten sie weder Mühe noch Geld gespart, dem Täter auf die Spur zu kommen. Man weiß sogar, daß einer derselben, gemeinhin der Wucherjoel genannt, einem seiner Kunden, der ihm mehrere Hunderte schuldete und den er für einen besonders listigen Kerl hielt, Erlaß der ganzen Summe angeboten hatte, falls er ihm zur Verhaftung des Mergel verhelfen wolle; denn der Glaube war allgemein unter den Juden, daß der Täter nur mit guter Beihülfe entwischt und wahrscheinlich noch in der Umgegend sei. Als dennoch alles nichts half und die gerichtliche Verhandlung für beendet erklärt worden war, erschien am nächsten Morgen eine Anzahl der angesehensten Israeliten im Schlosse, um dem gnädigen Herrn einen Handel anzutragen. Der Gegenstand war die Buche, unter der Aarons Stab gefunden und wo der Mord wahrscheinlich verübt worden war. – »Wollt ihr sie fällen? So mitten im vollen Laube?« fragte der Gutsherr. – »Nein, Ihro Gnaden, sie muß stehenbleiben im Winter und Sommer, solange ein Span daran ist.« – »Aber, wenn ich nun den Wald hauen lasse, so schadet es dem jungen Aufschlag.« – »Wollen wir sie doch nicht um gewöhnlichen Preis.« Sie boten zweihundert Taler. Der Handel ward geschlossen und allen Förstern streng eingeschärft, die Judenbuche auf keine Weise zu schädigen. – Darauf sah man an einem Abende wohl gegen sechzig Juden, ihren Rabbiner an der Spitze, in das Brederholz ziehen, alle schweigend und mit gesenkten Augen. – Sie blieben über eine Stunde im Walde und kehrten dann ebenso ernst und feierlich zurück, durch das Dorf B. bis in das Zellerfeld, wo sie sich zerstreuten und jeder seines Weges ging. – Am nächsten Morgen stand an der Buche mit dem Beil eingehauen:
אם תעמוד במקום תות יפגע בך כאשר אתת עשית לי
Und wo war Friedrich? Ohne Zweifel fort, weit genug, um die kurzen Arme einer so schwachen Polizei nicht mehr fürchten zu dürfen. Er war bald verschollen, vergessen. Ohm Simon redete selten von ihm, und dann schlecht; die Judenfrau tröstete sich am Ende und nahm einen anderen Mann. Nur die arme Margreth blieb ungetröstet.",79029,81330,2.875,cited
"
",81330,81331,0.0,not_cited
Etwa ein halbes Jahr nachher,81331,81359,2.0,cited
 ,81359,81360,0.0,not_cited
"las der Gutsherr einige eben erhaltene Briefe in Gegenwart des Amtsschreibers. – »Sonderbar, sonderbar!« sagte er. »Denken Sie sich, Kapp, der Mergel ist vielleicht unschuldig an dem Morde. Soeben schreibt mir der Präsident des Gerichtes zu P.: ›Le vrai n'est pas toujours vraisemblable‹; das erfahre ich oft in meinem Berufe und jetzt neuerdings. Wissen Sie wohl, daß ihr lieber Getreuer, Friedrich Mergel, den Juden mag ebensowenig erschlagen haben als ich oder Sie? Leider fehlen die Beweise, aber die Wahrscheinlichkeit ist groß. Ein Mitglied der Schlemmingschen Bande (die wir jetzt, nebenbei gesagt, größtenteils unter Schloß und Riegel haben), Lumpenmoises genannt, hat im letzten Verhöre ausgesagt, daß ihn nichts so sehr gereue als der Mord eines Glaubensgenossen, Aaron, den er im Walde erschlagen und doch nur sechs Groschen bei ihm gefunden habe. Leider ward das Verhör durch die Mittagsstunde unterbrochen, und während wir tafelten, hat sich der Hund von einem Juden an seinem Strumpfband erhängt. Was sagen Sie dazu? Aaron ist zwar ein verbreiteter Name usw.",81360,82432,4.075,cited
« – »,82432,82437,0.0,not_cited
"Was sagen Sie dazu?« wiederholte der Gutsherr: »und weshalb wäre der Esel von einem Burschen denn gelaufen?« – Der Amtsschreiber dachte nach. – »Nun, vielleicht der Holzfrevel wegen, mit denen wir ja gerade in Untersuchung waren. Heißt es nicht: der Böse läuft vor seinem eigenen Schatten? Mergels Gewissen war schmutzig genug auch ohne diesen Flecken.",82437,82789,4.111111111111111,cited
"«
Dabei beruhigte man sich. Friedrich war ",82789,82831,0.0,not_cited
"hin, verschwunden und – Johannes Niemand, der arme, unbeachtete Johannes, am gleichen Tage mit ihm.",82831,82930,1.5,cited
" - -
",82930,82935,0.0,not_cited
Eine schöne lange Zeit war verflossen,82935,82972,3.0,cited
", achtundzwanzig ",82972,82989,0.0,not_cited
"Jahre, fast die Hälfte eines Menschenlebens; der Gutsherr war sehr alt und grau geworden, sein gutmütiger Gehülfe Kapp längst begraben. Menschen, Tiere und Pflanzen waren entstanden, gereift, vergangen, nur Schloß B. sah immer gleich grau und vornehm auf die Hütten herab, die wie alte hektische Leute immer fallen zu wollen schienen und immer standen.",82989,83341,2.0,cited
 ,83341,83342,0.0,not_cited
"Es war am Vorabende des Weihnachtsfestes, den",83342,83387,1.0,cited
" 24. Dezember 1788. Tiefer Schnee lag in den Hohlwegen, wohl an zwölf Fuß hoch, und eine durchdringende Frostluft machte die Fensterscheiben in der geheizten Stube gefrieren. Mitternacht war nahe, dennoch flimmerten überall matte Lichtchen aus den Schneehügeln, und in jedem Hause lagen die Einwohner auf den Knien um den Eintritt des heiligen Christfestes mit Gebet zu erwarten, wie dies in katholischen Ländern Sitte ist oder wenigstens damals allgemein war. ",83387,83848,0.0,not_cited
Da bewegte sich von der Breder Höhe herab eine Gestalt langsam gegen das Dorf; der Wanderer schien sehr matt oder krank; er stöhnte schwer und schleppte sich äußerst mühsam durch den Schnee.,83848,84038,2.0,cited
"
",84038,84039,0.0,not_cited
"An der Mitte des Hanges stand er still, lehnte sich auf seinen Krückenstab und starrte unverwandt auf die Lichtpunkte. Es war so still überall, so tot und kalt; man mußte an Irrlichter auf Kirchhöfen denken. Nun schlug es zwölf im Turm; der letzte Schlag verdröhnte langsam, und im nächsten Hause erhob sich ein leiser Gesang, der, von Hause zu Hause schwellend, sich über das ganze Dorf zog:
Ein Kindelein so löbelich
Ist uns geboren heute,
Von einer Jungfrau säuberlich,
Des freun sich alle Leute;
Und wär das Kindelein nicht geborn,
So wären wir alle zusammen verlorn:
Das Heil ist unser aller.
O du mein liebster Jesu Christ,
Der du als Mensch geboren bist,
Erlös uns von der Hölle!
Der Mann am Hange war in die Knie gesunken und versuchte mit zitternder Stimme einzufallen: es ward nur ein lautes Schluchzen daraus, und schwere, heiße Tropfen fielen in den Schnee. Die zweite Strophe begann; er betete leise mit; dann die dritte und vierte. Das Lied war geendigt, und die Lichter in den Häusern begannen sich zu bewegen. Da richtete der Mann sich mühselig auf und schlich langsam hinab in das Dorf. An mehreren Häusern keuchte er vorüber, dann stand er vor einem still und pochte leise",84039,85229,2.608695652173913,cited
" an.
»",85229,85235,0.0,not_cited
"Was ist denn das?« sagte drinnen eine Frauenstimme; »die Türe klappert, und der Wind geht doch nicht.« – Er pochte stärker: »Um Gotteswillen, laßt einen halberfrorenen Menschen ein, der aus der türkischen Sklaverei kommt!",85235,85456,1.3333333333333333,cited
"« – Geflüster in der Küche. »Geht ins Wirtshaus«, antwortete eine andere Stimme, »das fünfte Haus von hier!« – »Um Gottes Barmherzigkeit willen, laßt mich ein! Ich habe kein Geld.« Nach einigem Zögern ward die Tür geöffnet, und ein Mann leuchtete mit der Lampe hinaus. – »Kommt nur herein«, sagte er dann, »",85456,85763,0.0,not_cited
Ihr werdet uns den Hals nicht abschneiden.,85763,85805,1.0,cited
"«
In der Küche befanden sich außer dem Manne eine Frau in den mittleren Jahren, eine alte Mutter und fünf Kinder. Alle drängten sich um den Eintretenden her und musterten ihn mit scheuer Neugier. Eine armselige Figur! Mit schiefem Halse, gekrümmtem Rücken, die ganze Gestalt gebrochen und kraftlos; langes, schneeweißes Haar hing um sein Gesicht, das ",85805,86156,0.0,not_cited
den verzogenen Ausdruck langen Leidens trug.,86156,86200,1.0,cited
" Die Frau ging schweigend an den Herd und legte frisches Reisig zu. – »Ein Bett können wir Euch nicht geben«, sagte sie; »aber ich will hier eine gute Streu machen; Ihr müßt Euch schon so behelfen«. – »Gott's Lohn!« versetzte der Fremde; »ich bins wohl schlechter gewohnt.« – ",86200,86476,0.0,not_cited
"Der Heimgekehrte ward als Johannes Niemand erkannt, und er selbst bestätigte, daß er derselbe sei, der einst mit Friedrich Mergel entflohen.",86476,86616,6.222222222222222,cited
"
Das Dorf war am folgenden Tage voll von den Abenteuern des so lange Verschollenen. Jeder wollte den Mann aus der Türkei sehen, und man wunderte sich beinahe, daß er noch aussehe wie andere Menschen. Das junge Volk hatte zwar keine Erinnerungen von ihm, aber ",86616,86875,0.0,not_cited
"die Alten fanden seine Züge noch ganz wohl heraus, so erbärmlich entstellt er auch war.",86875,86962,1.0,cited
"
»Johannes, Johannes, was seid ihr grau geworden!« sagte eine alte Frau. »Und woher habt ihr den schiefen Hals?« – »Vom Holz- und Wassertragen in der Sklaverei«, versetzte er. – »Und was ist aus Mergel geworden? Ihr seid doch zusammen fortgelaufen?« – »Freilich wohl; aber ich weiß nicht, wo er ist, wir sind voneinander gekommen. Wenn Ihr an ihn denkt, betet für ihn«, fügte er hinzu, »er wird es wohl nötig haben.«
",86962,87379,0.0,not_cited
"Man fragte ihn, warum Friedrich sich denn aus dem Staube gemacht, da er den Juden doch nicht erschlagen? – »Nicht?« sagte Johannes und horchte gespannt auf, als man ihm erzählte, was der Gutsherr geflissentlich verbreitet hatte, um den Fleck von Mergels Namen zu löschen. – »Also ganz umsonst«, sagte er nachdenkend, »ganz umsonst so viel ausgestanden!« Er seufzte tief und fragte nun seinerseits nach manchem.",87379,87789,4.076923076923077,cited
" Simon war lange tot, aber zuvor noch ganz verarmt durch Prozesse und böse Schuldner, die er nicht gerichtlich belangen durfte, weil es, wie man sagte, ",87789,87941,0.0,not_cited
zwischen ihnen keine reine Sache war.,87941,87978,1.0,cited
 Er hatte zuletzt Bettelbrot gegessen ,87978,88016,0.0,not_cited
und war in einem fremden Schuppen auf dem Stroh gestorben.,88016,88074,1.3333333333333333,cited
" Margreth hatte länger gelebt, aber ",88074,88110,0.0,not_cited
"in völliger Geistesstumpfheit. Die Leute im Dorf waren es bald müde geworden, ihr beizustehen, da sie alles verkommen ließ, was man ihr gab, wie es denn die Art der Menschen ist, gerade die Hülflosesten zu verlassen, solche, bei denen der Beistand nicht nachhaltig wirkt und die der Hülfe immer gleich bedürftig bleiben.",88110,88430,1.7142857142857142,cited
 Dennoch hatte sie nicht eigentlich Not gelitten; ,88430,88480,0.0,not_cited
"die Gutsherrschaft sorgte sehr für sie, schickte ihr täglich das Essen und ließ ihr auch ärztliche Behandlung zukommen, als ihr kümmerlicher Zustand in völlige Abzehrung übergegangen war.",88480,88667,1.5,cited
" In ihrem Hause wohnte jetzt der Sohn des ehemaligen Schweinehirten, der an jenem unglücklichen Abende Friedrichs Uhr so sehr bewundert hatte. – »Alles hin, alles tot!« seufzte Johannes.
Am Abend, als es dunkel geworden war und der Mond schien, sah man ihn im Schnee auf dem Kirchhofe umherhumpeln; ",88667,88966,0.0,not_cited
"er betete bei keinem Grabe, ging auch an keines dicht hinan, aber auf einige schien er aus der Ferne starre Blicke zu heften.",88966,89091,1.0,cited
 So fand ,89091,89100,0.0,not_cited
"ihn der Förster Brandis, der Sohn des",89100,89137,2.0,cited
" Erschlagenen, den die Gutsherrschaft abgeschickt hatte, ihn ins Schloß zu holen.
",89137,89219,0.0,not_cited
Beim Eintritt in das Wohnzimmer sah,89219,89254,1.0,cited
 er ,89254,89258,0.0,not_cited
"scheu umher, wie vom Licht geblendet, und dann auf den Baron",89258,89318,1.0,cited
", der sehr zusammengefallen in seinem Lehnstuhl saß, aber noch immer mit den hellen Augen und dem roten Käppchen auf dem Kopfe wie vor achtundzwanzig Jahren; neben ihm die gnädige Frau, auch alt, sehr alt geworden.
»",89318,89534,0.0,not_cited
"Nun, Johannes«, sagte der Gutsherr, »erzähl mir einmal recht ordentlich von deinen Abenteuern. Aber«, er musterte ihn durch die Brille, »du bist ja erbärmlich mitgenommen in der Türkei!« – Johannes begann: wie Mergel ihn nachts von der Herde abgerufen und gesagt, er müsse mit ihm fort. – »Aber warum lief der dumme Junge denn? Du weißt doch, daß er unschuldig war?« – Johannes sah vor sich nieder: »Ich weiß nicht recht, mich dünkt, es war wegen Holzgeschichten. Simon hatte so allerlei Geschäfte; mir sagte man nichts davon, aber ich glaube nicht, daß alles war, wie es sein sollte.« – »Was hat denn Friedrich dir gesagt?« – »Nichts, als daß wir laufen müßten, sie wären hinter uns her. So liefen wir bis Heerse; da war es noch dunkel, und wir versteckten uns hinter das große Kreuz am Kirchhofe, bis es etwas heller würde, weil wir uns vor den Steinbrüchen am Zellerfelde fürchteten, und wie wir eine Weile gesessen hatten, hörten wir mit einem Male über uns schnauben und stampfen und sahen lange Feuerstrahlen in der Luft gerade über dem Heerser Kirchturm. Wir sprangen auf und liefen, was wir konnten, in Gottes Namen gerade aus, und wie es dämmerte, waren wir wirklich auf dem rechten Wege nach P.",89534,90738,3.1538461538461537,cited
"«
Johannes schien noch vor der Erinnerung zu schaudern, und der Gutsherr dachte an seinen seligen Kapp und dessen Abenteuer am Heerser Hange. – »Sonderbar!« lachte er, »so nah wart ihr einander! Aber fahr fort.« – Johannes erzählte nun, ",90738,90975,0.0,not_cited
"wie sie glücklich durch P. und über die Grenze gekommen. Von da an hatten sie sich als wandernde Handwerksburschen durchgebettelt bis Freiburg im Breisgau. »Ich hatte meinen Brotsack bei mir«, sagte er, »und Friedrich ein Bündelchen; so glaubte man uns.« – In Freiburg hatten sie sich von den Österreichern anwerben lassen; ihn hatte man nicht gewollt, aber Friedrich bestand darauf. So kam er unter den Train. »Den Winter über blieben wir in Freiburg«, fuhr er fort, »und es ging uns ziemlich gut; mir auch, weil Friedrich mich oft erinnerte und mir half, wenn ich etwas verkehrt machte.",90975,91563,2.3333333333333335,cited
 ,91563,91564,0.0,not_cited
"Im Frühling mußten wir marschieren, nach Ungarn, und im Herbst ging der Krieg mit den Türken los. Ich kann nicht viel davon nachsagen, denn ich wurde gleich in der ersten Affäre gefangen und bin seitdem",91564,91766,2.0,cited
 ,91766,91767,0.0,not_cited
"sechsundzwanzig Jahre in der türkischen Sklaverei gewesen!« – »Gott im Himmel! Das ist doch schrecklich!« sagte Frau von S. – »Schlimm genug, die Türken halten uns Christen nicht besser als Hunde; das schlimmste war, daß meine Kräfte unter der harten Arbeit vergingen; ich ward auch älter und sollte noch immer tun wie vor Jahren.",91767,92097,4.625,cited
"«
Er schwieg eine Weile. »Ja«, sagte er dann, »",92097,92144,0.0,not_cited
es ging über Menschenkräfte und Menschengeduld; ich hielt es auch nicht aus.,92144,92220,1.5,cited
" – Von da kam ich auf ein holländisches Schiff.« – »Wie kamst du denn dahin?« fragte der Gutsherr. – »Sie fischten mich auf, aus dem Bosporus«, versetzte Johannes. Der Baron ",92220,92394,0.0,not_cited
sah ihn befremdet an und hob den Finger warnend auf;,92394,92446,2.6666666666666665,cited
 aber Johannes erzählte weiter. ,92446,92478,0.0,not_cited
"Auf dem Schiffe war es ihm nicht viel besser gegangen. »Der Skorbut riß ein; wer nicht ganz elend war, mußte über Nacht arbeiten, und das Schiffstau regierte ebenso streng wie die türkische Peitsche.",92478,92677,1.3333333333333333,cited
" Endlich«, schloß er, »als wir nach Holland kamen, nach Amsterdam, ließ man mich frei, weil ich unbrauchbar war, und der Kaufmann, dem das Schiff gehörte, hatte auch Mitleiden mit mir und wollte mich zu seinem Pförtner machen. Aber« – er schüttelte den Kopf – »",92677,92938,0.0,not_cited
ich bettelte mich lieber durch bis hieher.,92938,92980,1.0,cited
"« – »Das war dumm genug«, sagte der Gutsherr. Johannes seufzte tief: »",92980,93050,0.0,not_cited
"O Herr, ich habe mein Leben zwischen Türken und Ketzern zubringen müssen; soll ich nicht wenigstens auf einem katholischen Kirchhofe liegen?",93050,93190,3.8333333333333335,cited
"« Der Gutsherr hatte seine Börse gezogen: »Da, Johannes, nun geh und komm bald wieder. Du mußt mir das alles noch ausführlicher erzählen; heute ging es etwas konfus durcheinander. – Du bist wohl noch sehr müde?« – »Sehr müde«, versetzte Johannes; »und« – er deutete auf seine Stirn – »meine ",93190,93481,0.0,not_cited
"Gedanken sind zuweilen so kurios, ich kann nicht recht sagen, wie es so ist.",93481,93557,1.0,cited
"« – »Ich weiß schon«, sagte der Baron, »von alter Zeit her. Jetzt geh! Hülsmeyers behalten dich wohl noch die Nacht über, morgen komm wieder.«
Herr von S. hatte ",93557,93718,0.0,not_cited
das innigste Mitleiden mit dem armen Schelm;,93718,93762,1.0,cited
" bis zum folgenden Tage war überlegt worden, wo man ihn einmieten könne; essen sollte er täglich im Schlosse, und für Kleidung fand sich auch wohl Rat. – »Herr«, sagte Johannes, »ich kann auch noch wohl etwas tun; ich kann hölzerne Löffel machen, und Ihr könnt mich auch als Boten schicken.« – Herr von S. schüttelte mitleidig den Kopf: »Das würde doch nicht sonderlich ausfallen.« – »O doch, Herr, ",93762,94161,0.0,not_cited
wenn ich erst im Gange bin – es,94161,94192,1.0,cited
" geht nicht schnell, aber hin komme ich doch, und es ",94192,94245,0.0,not_cited
wird mir auch nicht sauer,94245,94270,1.0,cited
", wie man denken sollte.« – »Nun«, sagte der Baron zweifelnd, »willst du's versuchen? Hier ist ein Brief nach P. Es hat keine sonderliche Eile.«
Am folgenden Tage bezog Johannes sein ",94270,94453,0.0,not_cited
Kämmerchen bei einer Witwe im Dorfe.,94453,94489,1.5,cited
" Er schnitzelte Löffel, aß auf dem Schlosse und machte Botengänge für den gnädigen Herrn. ",94489,94579,0.0,not_cited
"Im ganzen gings ihm leidlich; die Herrschaft war sehr gütig, und Herr von S. unterhielt sich oft lange mit ihm über die Türkei, den österreichischen Dienst und die See.",94579,94747,1.0,cited
 – »,94747,94751,0.0,not_cited
"Der Johannes könnte viel erzählen«, sagte er zu seiner Frau, »wenn er nicht so grundeinfältig wäre.« – »Mehr tiefsinnig als einfältig«, versetzte sie; »ich fürchte immer, er schnappt noch über.« – »Ei bewahre!« antwortete der Baron, »er war sein Leben lang ein Simpel; simple Leute werden nie verrückt.",94751,95053,2.111111111111111,cited
"«
Nach einiger Zeit blieb Johannes auf einem Botengange über Gebühr lange aus. Die gute Frau von S. war sehr besorgt um ihn und wollte schon Leute aussenden, als man ihn die Treppe heraufstelzen hörte. – »Du bist lange ausgeblieben, Johannes«, sagte sie; »ich dachte schon, du hättest dich im Brederholz verirrt.« – »Ich bin durch den Föhrengrund gegangen.« – »Das ist ja ein weiter Umweg; warum gingst du nicht durchs Brederholz?« – Er sah trübe zu ihr auf: »",95053,95513,0.0,not_cited
"Die Leute sagten mir, der Wald sei gefällt, und jetzt seien so viele Kreuz- und Querwege darin, da fürchtete ich, nicht wieder hinauszukommen.",95513,95655,2.3333333333333335,cited
" Ich werde alt und duselig«, fügte er langsam hinzu. – »",95655,95711,0.0,not_cited
"Sahst du wohl«, sagte Frau von S. nachher zu ihrem Manne, »wie wunderlich und quer er aus den Augen sah? Ich sage dir, Ernst, das nimmt noch ein schlimmes Ende.",95711,95871,1.75,cited
"«
Indessen nahte der September heran. Die Felder waren leer, das Laub begann abzufallen, und ",95871,95964,0.0,not_cited
mancher Hektische fühlte die Schere an seinem Lebensfaden.,95964,96022,3.0,cited
 Auch Johannes schien unter dem ,96022,96054,0.0,not_cited
"Einflusse des nahen Äquinoktiums zu leiden; die ihn in diesen Tagen sahen, sagen, er habe auffallend verstört ausgesehen und unaufhörlich leise mit sich selber geredet, was er auch sonst mitunter tat, aber selten.",96054,96267,2.3333333333333335,cited
" Endlich kam er eines Abends nicht nach Hause. Man dachte, die Herrschaft habe ihn verschickt; am zweiten auch nicht; am dritten Tage ward seine Hausfrau ängstlich. Sie ging ins Schloß und fragte nach. – »Gott bewahre«, sagte der Gutsherr, »ich weiß nichts von ihm; aber geschwind den Jäger gerufen und Försters Wilhelm! ",96267,96588,0.0,not_cited
"Wenn der armselige Krüppel«, setzte er bewegt hinzu, »auch nur in einen trockenen Graben gefallen ist, so kann er nicht wieder heraus.",96588,96722,1.3333333333333333,cited
" Wer weiß, ob er nicht gar eines von seinen schiefen Beinen gebrochen hat! – Nehmt die Hunde mit«, rief er den abziehenden Jägern nach, »und sucht vor allem in den Gräben; seht in die Steinbrüche!« rief er lauter.
Die Jäger kehrten nach einigen Stunden heim; sie hatten keine Spur gefunden. Herr von S. war in großer Unruhe: »Wenn ich mir denke, ",96722,97068,0.0,not_cited
daß einer so liegen muß wie ein Stein und kann sich nicht helfen!,97068,97133,1.0,cited
" Aber er kann noch leben; drei Tage hälts ein Mensch wohl ohne Nahrung aus.« Er machte sich selbst auf den Weg; in allen Häusern wurde nachgefragt, überall in die Hörner geblasen, gerufen, die Hunde zum Suchen angehetzt – umsonst! – ",97133,97366,0.0,not_cited
